period,year,quarter,county,Electric,Hydrogen,PHEV,total
2021-Q1,2021,1,Sutter,32,0,7,39
2021-Q1,2021,1,Tehama,7,0,4,11
2021-Q1,2021,1,Trinity,1,0,0,1
2021-Q1,2021,1,Tulare,73,0,36,109
2021-Q1,2021,1,Tuolumne,9,0,4,13
2021-Q1,2021,1,Ventura,710,22,205,937
2021-Q1,2021,1,Yolo,135,3,28,166
2021-Q1,2021,1,Yuba,11,0,5,16
2021-Q2,2021,2,Alameda,2184,83,979,3246
2021-Q2,2021,2,Alpine,0,0,2,2
2021-Q2,2021,2,Amador,9,0,4,13
2021-Q2,2021,2,Butte,50,0,37,87
2021-Q2,2021,2,Calaveras,12,0,4,16
2021-Q2,2021,2,Colusa,0,0,2,2
2021-Q2,2021,2,Contra Costa,1368,31,687,2086
2021-Q2,2021,2,Del Norte,2,0,0,2
2021-Q2,2021,2,El Dorado,136,1,62,199
2021-Q2,2021,2,Fresno,353,0,229,582
2021-Q2,2021,2,Glenn,0,0,3,3
2021-Q2,2021,2,Humboldt,39,0,26,65
2021-Q2,2021,2,Imperial,32,0,27,59
2021-Q2,2021,2,Inyo,7,0,4,11
2021-Q2,2021,2,Kern,257,4,164,425
2021-Q2,2021,2,Kings,25,0,24,49
2021-Q2,2021,2,Lake,9,0,19,28
2021-Q2,2021,2,Lassen,1,0,0,1
2021-Q2,2021,2,Los Angeles,10006,408,5231,15645
2021-Q2,2021,2,Madera,40,0,26,66
2021-Q2,2021,2,Marin,502,7,254,763
2021-Q2,2021,2,Mariposa,2,0,4,6
2021-Q2,2021,2,Mendocino,33,0,23,56
2021-Q2,2021,2,Merced,73,1,41,115
2021-Q2,2021,2,Mono,6,0,4,10
2021-Q2,2021,2,Monterey,225,0,109,334
2021-Q2,2021,2,Napa,128,0,72,200
2021-Q2,2021,2,Nevada,49,0,40,89
2021-Q2,2021,2,Orange,4964,268,2056,7288
2021-Q2,2021,2,Out Of State,279,3,139,421
2021-Q2,2021,2,Placer,386,7,176,569
2021-Q2,2021,2,Plumas,5,0,0,5
2021-Q2,2021,2,Riverside,1689,18,830,2537
2021-Q2,2021,2,Sacramento,900,32,528,1460
2021-Q2,2021,2,San Benito,46,0,19,65
2021-Q2,2021,2,San Bernardino,1259,28,671,1958
2021-Q2,2021,2,San Diego,3089,58,1350,4497
2021-Q2,2021,2,San Francisco,1033,24,522,1579
2021-Q2,2021,2,San Joaquin,484,10,203,697
2021-Q2,2021,2,San Luis Obispo,253,0,99,352
2021-Q2,2021,2,San Mateo,1216,26,472,1714
2021-Q2,2021,2,Santa Barbara,307,13,132,452
2021-Q2,2021,2,Santa Clara,3614,143,1210,4967
2021-Q2,2021,2,Santa Cruz,229,1,114,344
2021-Q2,2021,2,Shasta,46,0,54,100
2021-Q2,2021,2,Siskiyou,4,0,6,10
2021-Q2,2021,2,Solano,306,3,154,463
2021-Q2,2021,2,Sonoma,453,2,194,649
2021-Q2,2021,2,Stanislaus,162,1,103,266
2021-Q2,2021,2,Sutter,32,0,14,46
2021-Q2,2021,2,Tehama,9,0,13,22
2021-Q2,2021,2,Tulare,79,0,67,146
2021-Q2,2021,2,Tuolumne,13,0,11,24
2021-Q2,2021,2,Ventura,818,28,348,1194
2021-Q2,2021,2,Yolo,164,2,73,239
2021-Q2,2021,2,Yuba,19,0,16,35
2021-Q3,2021,3,Alameda,2614,42,637,3293
2021-Q3,2021,3,Alpine,2,0,2,4
2021-Q3,2021,3,Amador,13,0,4,17
2021-Q3,2021,3,Butte,58,1,34,93
2021-Q3,2021,3,Calaveras,14,0,12,26
2021-Q3,2021,3,Colusa,2,0,0,2
2021-Q3,2021,3,Contra Costa,1717,21,428,2166
2021-Q3,2021,3,Del Norte,1,0,1,2
2021-Q3,2021,3,El Dorado,158,1,47,206
2021-Q3,2021,3,Fresno,415,0,142,557
2021-Q3,2021,3,Glenn,4,0,1,5
2021-Q3,2021,3,Humboldt,32,0,22,54
2021-Q3,2021,3,Imperial,45,0,22,67
2021-Q3,2021,3,Inyo,2,0,5,7
2021-Q3,2021,3,Kern,300,0,105,405
2021-Q3,2021,3,Kings,37,0,11,48
2021-Q3,2021,3,Lake,15,0,4,19
2021-Q3,2021,3,Lassen,1,0,0,1
2021-Q3,2021,3,Los Angeles,11313,208,3565,15086
2021-Q3,2021,3,Madera,41,0,14,55
2021-Q3,2021,3,Marin,596,4,189,789
2021-Q3,2021,3,Mariposa,5,0,4,9
2021-Q3,2021,3,Mendocino,25,0,17,42
2021-Q3,2021,3,Merced,84,0,22,106
2021-Q3,2021,3,Mono,3,0,0,3
2021-Q3,2021,3,Monterey,257,0,71,328
2021-Q3,2021,3,Napa,150,2,49,201
2021-Q3,2021,3,Nevada,54,0,28,82
2021-Q3,2021,3,Orange,5414,172,1467,7053
2021-Q3,2021,3,Out Of State,583,1,302,886
2021-Q3,2021,3,Placer,506,10,145,661
2021-Q3,2021,3,Plumas,2,0,6,8
2021-Q3,2021,3,Riverside,2140,11,615,2766
2021-Q3,2021,3,Sacramento,1023,22,313,1358
2021-Q3,2021,3,San Benito,62,1,25,88
2021-Q3,2021,3,San Bernardino,1471,11,524,2006
2021-Q3,2021,3,San Diego,4235,33,1091,5359
2021-Q3,2021,3,San Francisco,1081,13,381,1475
2021-Q3,2021,3,San Joaquin,580,0,124,704
2021-Q3,2021,3,San Luis Obispo,205,0,89,294
2021-Q3,2021,3,San Mateo,1329,12,352,1693
2021-Q3,2021,3,Santa Barbara,315,3,124,442
2021-Q3,2021,3,Santa Clara,3836,53,878,4767
2021-Q3,2021,3,Santa Cruz,222,1,88,311
2021-Q3,2021,3,Shasta,52,0,34,86
2021-Q3,2021,3,Sierra,1,0,0,1
2021-Q3,2021,3,Siskiyou,6,0,3,9
2021-Q3,2021,3,Solano,396,4,91,491
2021-Q3,2021,3,Sonoma,452,3,147,602
2021-Q3,2021,3,Stanislaus,258,0,59,317
2021-Q3,2021,3,Sutter,46,0,7,53
2021-Q3,2021,3,Tehama,8,0,3,11
2021-Q3,2021,3,Trinity,3,0,0,3
2021-Q3,2021,3,Tulare,97,0,48,145
2021-Q3,2021,3,Tuolumne,15,0,7,22
2021-Q3,2021,3,Ventura,925,11,264,1200
2021-Q3,2021,3,Yolo,139,5,56,200
2021-Q3,2021,3,Yuba,14,0,8,22
2021-Q4,2021,4,Alameda,2805,41,518,3364
2021-Q4,2021,4,Amador,15,0,7,22
2021-Q4,2021,4,Butte,42,0,28,70
2021-Q4,2021,4,Calaveras,14,0,6,20
2021-Q4,2021,4,Colusa,7,0,1,8
2021-Q4,2021,4,Contra Costa,1774,20,362,2156
2021-Q4,2021,4,Del Norte,3,0,3,6
2021-Q4,2021,4,El Dorado,171,0,53,224
2021-Q4,2021,4,Fresno,453,0,115,568
2021-Q4,2021,4,Glenn,6,0,3,9
2021-Q4,2021,4,Humboldt,31,0,29,60
2021-Q4,2021,4,Imperial,28,0,20,48
2021-Q4,2021,4,Inyo,6,0,1,7
2021-Q4,2021,4,Kern,289,3,111,403
2021-Q4,2021,4,Kings,37,0,20,57
2021-Q4,2021,4,Lake,11,0,5,16
2021-Q4,2021,4,Lassen,1,0,0,1
2021-Q4,2021,4,Los Angeles,12538,228,3266,16032
2021-Q4,2021,4,Madera,63,0,20,83
2021-Q4,2021,4,Marin,643,4,185,832
2021-Q4,2021,4,Mariposa,1,0,2,3
2021-Q4,2021,4,Mendocino,30,0,10,40
2021-Q4,2021,4,Merced,76,0,24,100
2021-Q4,2021,4,Modoc,2,0,0,2
2021-Q4,2021,4,Mono,7,0,4,11
2021-Q4,2021,4,Monterey,261,0,60,321
2021-Q4,2021,4,Napa,173,1,24,198
2021-Q4,2021,4,Nevada,56,1,25,82
2021-Q4,2021,4,Orange,6012,186,1332,7530
2021-Q4,2021,4,Out Of State,88,0,676,764
2021-Q4,2021,4,Placer,565,2,116,683
2021-Q4,2021,4,Plumas,10,0,3,13
2021-Q4,2021,4,Riverside,2160,22,605,2787
2021-Q4,2021,4,Sacramento,1191,15,291,1497
2021-Q4,2021,4,San Benito,53,0,14,67
2021-Q4,2021,4,San Bernardino,1616,16,440,2072
2021-Q4,2021,4,San Diego,4042,52,1076,5170
2021-Q4,2021,4,San Francisco,1238,31,282,1551
2021-Q4,2021,4,San Joaquin,658,3,101,762
2021-Q4,2021,4,San Luis Obispo,189,0,88,277
2021-Q4,2021,4,San Mateo,1757,24,255,2036
2021-Q4,2021,4,Santa Barbara,365,4,88,457
2021-Q4,2021,4,Santa Clara,4671,94,690,5455
2021-Q4,2021,4,Santa Cruz,268,3,64,335
2021-Q4,2021,4,Shasta,57,0,25,82
2021-Q4,2021,4,Siskiyou,5,0,7,12
2021-Q4,2021,4,Solano,408,1,93,502
2021-Q4,2021,4,Sonoma,438,1,125,564
2021-Q4,2021,4,Stanislaus,233,1,49,283
2021-Q4,2021,4,Sutter,53,0,8,61
2021-Q4,2021,4,Tehama,8,0,8,16
2021-Q4,2021,4,Trinity,1,0,1,2
2021-Q4,2021,4,Tulare,90,0,40,130
2021-Q4,2021,4,Tuolumne,14,0,12,26
2021-Q4,2021,4,Ventura,1134,8,210,1352
2021-Q4,2021,4,Yolo,170,8,46,224
2021-Q4,2021,4,Yuba,34,0,7,41
2022-Q1,2022,1,Alameda,3631,39,463,4133
2022-Q1,2022,1,Amador,17,0,4,21
2022-Q1,2022,1,Butte,69,0,21,90
2022-Q1,2022,1,Calaveras,30,0,4,34
2022-Q1,2022,1,Colusa,2,0,0,2
2022-Q1,2022,1,Contra Costa,2119,20,337,2476
2022-Q1,2022,1,Del Norte,2,0,0,2
2022-Q1,2022,1,El Dorado,191,3,40,234
2022-Q1,2022,1,Fresno,498,1,120,619
2022-Q1,2022,1,Glenn,6,0,2,8
2022-Q1,2022,1,Humboldt,35,0,23,58
2022-Q1,2022,1,Imperial,36,0,21,57
2022-Q1,2022,1,Inyo,6,0,3,9
2022-Q1,2022,1,Kern,353,0,87,440
2022-Q1,2022,1,Kings,38,0,12,50
2022-Q1,2022,1,Lake,18,0,3,21
2022-Q1,2022,1,Los Angeles,15082,276,2708,18066
2022-Q1,2022,1,Madera,44,0,6,50
2022-Q1,2022,1,Marin,659,4,151,814
2022-Q1,2022,1,Mariposa,3,0,1,4
2022-Q1,2022,1,Mendocino,28,0,9,37
2022-Q1,2022,1,Merced,93,0,22,115
2022-Q1,2022,1,Mono,4,0,1,5
2022-Q1,2022,1,Monterey,318,3,52,373
2022-Q1,2022,1,Napa,193,0,37,230
2022-Q1,2022,1,Nevada,72,0,15,87
2022-Q1,2022,1,Orange,7904,178,1148,9230
2022-Q1,2022,1,Out Of State,112,1,214,327
2022-Q1,2022,1,Placer,652,9,93,754
2022-Q1,2022,1,Plumas,4,0,4,8
2022-Q1,2022,1,Riverside,2774,20,478,3272
2022-Q1,2022,1,Sacramento,1419,16,235,1670
2022-Q1,2022,1,San Benito,80,2,16,98
2022-Q1,2022,1,San Bernardino,2056,7,360,2423
2022-Q1,2022,1,San Diego,4704,55,975,5734
2022-Q1,2022,1,San Francisco,1391,13,267,1671
2022-Q1,2022,1,San Joaquin,834,1,81,916
2022-Q1,2022,1,San Luis Obispo,231,0,79,310
2022-Q1,2022,1,San Mateo,3777,21,294,4092
2022-Q1,2022,1,Santa Barbara,368,2,100,470
2022-Q1,2022,1,Santa Clara,5387,79,672,6138
2022-Q1,2022,1,Santa Cruz,293,1,54,348
2022-Q1,2022,1,Shasta,68,0,20,88
2022-Q1,2022,1,Siskiyou,5,0,2,7
2022-Q1,2022,1,Solano,403,3,69,475
2022-Q1,2022,1,Sonoma,508,0,129,637
2022-Q1,2022,1,Stanislaus,273,1,54,328
2022-Q1,2022,1,Sutter,45,0,8,53
2022-Q1,2022,1,Tehama,9,0,0,9
2022-Q1,2022,1,Trinity,1,1,2,4
2022-Q1,2022,1,Tulare,90,1,52,143
2022-Q1,2022,1,Tuolumne,17,0,7,24
2022-Q1,2022,1,Ventura,1392,13,172,1577
2022-Q1,2022,1,Yolo,219,4,30,253
2022-Q1,2022,1,Yuba,38,0,4,42
2022-Q2,2022,2,Alameda,3395,50,577,4022
2022-Q2,2022,2,Alpine,0,0,1,1
2022-Q2,2022,2,Amador,15,0,3,18
2022-Q2,2022,2,Butte,63,0,28,91
2022-Q2,2022,2,Calaveras,30,0,10,40
2022-Q2,2022,2,Colusa,5,0,6,11
2022-Q2,2022,2,Contra Costa,2090,34,369,2493
2022-Q2,2022,2,Del Norte,2,0,2,4
2022-Q2,2022,2,El Dorado,259,0,56,315
2022-Q2,2022,2,Fresno,624,0,135,759
2022-Q2,2022,2,Glenn,4,0,1,5
2022-Q2,2022,2,Humboldt,44,0,23,67
2022-Q2,2022,2,Imperial,35,1,25,61
2022-Q2,2022,2,Inyo,5,0,2,7
2022-Q2,2022,2,Kern,425,2,79,506
2022-Q2,2022,2,Kings,53,1,12,66
2022-Q2,2022,2,Lake,10,0,3,13
2022-Q2,2022,2,Lassen,4,0,1,5
2022-Q2,2022,2,Los Angeles,16891,322,3252,20465
2022-Q2,2022,2,Madera,72,0,16,88
2022-Q2,2022,2,Marin,672,4,168,844
2022-Q2,2022,2,Mariposa,6,0,2,8
2022-Q2,2022,2,Mendocino,34,0,17,51
2022-Q2,2022,2,Merced,115,0,31,146
2022-Q2,2022,2,Mono,8,1,4,13
2022-Q2,2022,2,Monterey,299,0,65,364
2022-Q2,2022,2,Napa,190,0,41,231
2022-Q2,2022,2,Nevada,86,0,16,102
2022-Q2,2022,2,Orange,7124,222,1338,8684
2022-Q2,2022,2,Out Of State,298,1,445,744
2022-Q2,2022,2,Placer,681,10,140,831
2022-Q2,2022,2,Plumas,5,0,0,5
2022-Q2,2022,2,Riverside,2741,22,519,3282
2022-Q2,2022,2,Sacramento,1555,18,296,1869
2022-Q2,2022,2,San Benito,81,1,17,99
2022-Q2,2022,2,San Bernardino,2112,20,406,2538
2022-Q2,2022,2,San Diego,5180,19,1076,6275
2022-Q2,2022,2,San Francisco,1363,23,309,1695
2022-Q2,2022,2,San Joaquin,811,7,107,925
2022-Q2,2022,2,San Luis Obispo,299,0,83,382
2022-Q2,2022,2,San Mateo,2561,21,329,2911
2022-Q2,2022,2,Santa Barbara,388,1,81,470
2022-Q2,2022,2,Santa Clara,5345,91,765,6201
2022-Q2,2022,2,Santa Cruz,284,2,63,349
2022-Q2,2022,2,Shasta,63,0,31,94
2022-Q2,2022,2,Sierra,2,0,0,2
2022-Q2,2022,2,Siskiyou,11,0,4,15
2022-Q2,2022,2,Solano,466,7,72,545
2022-Q2,2022,2,Sonoma,484,1,141,626
2022-Q2,2022,2,Stanislaus,314,1,51,366
2022-Q2,2022,2,Sutter,66,0,10,76
2022-Q2,2022,2,Tehama,12,0,4,16
2022-Q2,2022,2,Trinity,1,0,1,2
2022-Q2,2022,2,Tulare,140,0,48,188
2022-Q2,2022,2,Tuolumne,23,0,8,31
2022-Q2,2022,2,Ventura,1373,12,274,1659
2022-Q2,2022,2,Yolo,220,1,46,267
2022-Q2,2022,2,Yuba,28,2,9,39
2022-Q3,2022,3,Alameda,3751,20,476,4247
2022-Q3,2022,3,Alpine,2,0,0,2
2022-Q3,2022,3,Amador,27,0,3,30
2022-Q3,2022,3,Butte,78,0,26,104
2022-Q3,2022,3,Calaveras,19,0,7,26
2022-Q3,2022,3,Colusa,5,0,1,6
2022-Q3,2022,3,Contra Costa,2364,9,329,2702
2022-Q3,2022,3,Del Norte,0,0,1,1
2022-Q3,2022,3,El Dorado,235,0,47,282
2022-Q3,2022,3,Fresno,590,0,129,719
2022-Q3,2022,3,Glenn,8,0,2,10
2022-Q3,2022,3,Humboldt,58,0,24,82
2022-Q3,2022,3,Imperial,56,0,23,79
2022-Q3,2022,3,Inyo,11,0,3,14
2022-Q3,2022,3,Kern,461,1,95,557
2022-Q3,2022,3,Kings,43,1,14,58
2022-Q3,2022,3,Lake,24,0,4,28
2022-Q3,2022,3,Lassen,2,0,1,3
2022-Q3,2022,3,Los Angeles,17420,95,2750,20265
2022-Q3,2022,3,Madera,55,0,15,70
2022-Q3,2022,3,Marin,696,3,128,827
2022-Q3,2022,3,Mariposa,5,0,1,6
2022-Q3,2022,3,Mendocino,39,0,6,45
2022-Q3,2022,3,Merced,107,0,18,125
2022-Q3,2022,3,Mono,6,0,2,8
2022-Q3,2022,3,Monterey,321,0,55,376
2022-Q3,2022,3,Napa,194,1,29,224
2022-Q3,2022,3,Nevada,82,0,22,104
2022-Q3,2022,3,Orange,8226,62,1095,9383
2022-Q3,2022,3,Out Of State,413,0,341,754
2022-Q3,2022,3,Placer,734,7,112,853
2022-Q3,2022,3,Plumas,2,0,1,3
2022-Q3,2022,3,Riverside,3017,7,526,3550
2022-Q3,2022,3,Sacramento,1670,11,231,1912
2022-Q3,2022,3,San Benito,100,0,13,113
2022-Q3,2022,3,San Bernardino,2439,5,412,2856
2022-Q3,2022,3,San Diego,5937,8,935,6880
2022-Q3,2022,3,San Francisco,1361,9,240,1610
2022-Q3,2022,3,San Joaquin,893,2,91,986
2022-Q3,2022,3,San Luis Obispo,289,0,74,363
2022-Q3,2022,3,San Mateo,3430,7,328,3765
2022-Q3,2022,3,Santa Barbara,445,2,110,557
2022-Q3,2022,3,Santa Clara,6192,43,678,6913
2022-Q3,2022,3,Santa Cruz,312,0,48,360
2022-Q3,2022,3,Shasta,76,0,22,98
2022-Q3,2022,3,Sierra,2,0,0,2
2022-Q3,2022,3,Siskiyou,12,0,5,17
2022-Q3,2022,3,Solano,498,2,96,596
2022-Q3,2022,3,Sonoma,596,1,118,715
2022-Q3,2022,3,Stanislaus,298,1,56,355
2022-Q3,2022,3,Sutter,55,0,12,67
2022-Q3,2022,3,Tehama,12,0,4,16
2022-Q3,2022,3,Trinity,0,0,1,1
2022-Q3,2022,3,Tulare,135,0,51,186
2022-Q3,2022,3,Tuolumne,20,0,11,31
2022-Q3,2022,3,Ventura,1432,5,241,1678
2022-Q3,2022,3,Yolo,230,0,47,277
2022-Q3,2022,3,Yuba,41,0,6,47
2022-Q4,2022,4,Alameda,4731,30,625,5386
2022-Q4,2022,4,Alpine,2,0,1,3
2022-Q4,2022,4,Amador,16,0,2,18
2022-Q4,2022,4,Butte,97,0,24,121
2022-Q4,2022,4,Calaveras,21,0,5,26
2022-Q4,2022,4,Colusa,8,0,1,9
2022-Q4,2022,4,Contra Costa,3017,10,441,3468
2022-Q4,2022,4,Del Norte,0,0,4,4
2022-Q4,2022,4,El Dorado,303,0,48,351
2022-Q4,2022,4,Fresno,650,0,150,800
2022-Q4,2022,4,Glenn,6,0,1,7
2022-Q4,2022,4,Humboldt,68,0,24,92
2022-Q4,2022,4,Imperial,45,0,23,68
2022-Q4,2022,4,Inyo,11,0,6,17
2022-Q4,2022,4,Kern,486,3,106,595
2022-Q4,2022,4,Kings,45,0,13,58
2022-Q4,2022,4,Lake,21,0,6,27
2022-Q4,2022,4,Lassen,4,0,1,5
2022-Q4,2022,4,Los Angeles,22168,171,3117,25456
2022-Q4,2022,4,Madera,76,0,21,97
2022-Q4,2022,4,Marin,913,6,154,1073
2022-Q4,2022,4,Mariposa,14,0,1,15
2022-Q4,2022,4,Mendocino,47,0,16,63
2022-Q4,2022,4,Merced,121,0,22,143
2022-Q4,2022,4,Modoc,0,0,1,1
2022-Q4,2022,4,Mono,12,0,5,17
2022-Q4,2022,4,Monterey,380,0,82,462
2022-Q4,2022,4,Napa,354,0,44,398
2022-Q4,2022,4,Nevada,120,0,19,139
2022-Q4,2022,4,Orange,9876,122,1323,11321
2022-Q4,2022,4,Out Of State,327,3,301,631
2022-Q4,2022,4,Placer,916,1,122,1039
2022-Q4,2022,4,Plumas,4,0,2,6
2022-Q4,2022,4,Riverside,3264,18,534,3816
2022-Q4,2022,4,Sacramento,2548,27,274,2849
2022-Q4,2022,4,San Benito,97,0,8,105
2022-Q4,2022,4,San Bernardino,2793,15,442,3250
2022-Q4,2022,4,San Diego,6680,20,1088,7788
2022-Q4,2022,4,San Francisco,1822,11,301,2134
2022-Q4,2022,4,San Joaquin,1137,3,120,1260
2022-Q4,2022,4,San Luis Obispo,394,0,81,475
2022-Q4,2022,4,San Mateo,3338,6,375,3719
2022-Q4,2022,4,Santa Barbara,561,0,109,670
2022-Q4,2022,4,Santa Clara,7184,60,875,8119
2022-Q4,2022,4,Santa Cruz,407,2,66,475
2022-Q4,2022,4,Shasta,81,0,30,111
2022-Q4,2022,4,Siskiyou,14,0,6,20
2022-Q4,2022,4,Solano,562,2,84,648
2022-Q4,2022,4,Sonoma,788,0,166,954
2022-Q4,2022,4,Stanislaus,345,0,52,397
2022-Q4,2022,4,Sutter,69,0,15,84
2022-Q4,2022,4,Tehama,22,0,5,27
2022-Q4,2022,4,Trinity,1,0,1,2
2022-Q4,2022,4,Tulare,148,0,50,198
2022-Q4,2022,4,Tuolumne,25,0,9,34
2022-Q4,2022,4,Ventura,1598,7,237,1842
2022-Q4,2022,4,Yolo,293,3,56,352
2022-Q4,2022,4,Yuba,44,1,10,55
2023-Q1,2023,1,Alameda,6425,41,488,6954
2023-Q1,2023,1,Alpine,3,0,1,4
2023-Q1,2023,1,Amador,22,0,6,28
2023-Q1,2023,1,Butte,110,0,29,139
2023-Q1,2023,1,Calaveras,30,0,12,42
2023-Q1,2023,1,Colusa,4,0,0,4
2023-Q1,2023,1,Contra Costa,3113,24,394,3531
2023-Q1,2023,1,Del Norte,5,0,1,6
2023-Q1,2023,1,El Dorado,264,0,49,313
2023-Q1,2023,1,Fresno,633,1,140,774
2023-Q1,2023,1,Glenn,7,0,3,10
2023-Q1,2023,1,Humboldt,56,0,39,95
2023-Q1,2023,1,Imperial,59,0,31,90
2023-Q1,2023,1,Inyo,5,0,4,9
2023-Q1,2023,1,Kern,470,1,152,623
2023-Q1,2023,1,Kings,41,0,14,55
2023-Q1,2023,1,Lake,23,0,5,28
2023-Q1,2023,1,Lassen,2,0,2,4
2023-Q1,2023,1,Los Angeles,22654,282,5653,28589
2023-Q1,2023,1,Madera,66,0,14,80
2023-Q1,2023,1,Marin,838,6,190,1034
2023-Q1,2023,1,Mariposa,5,0,4,9
2023-Q1,2023,1,Mendocino,49,0,11,60
2023-Q1,2023,1,Merced,102,0,29,131
2023-Q1,2023,1,Modoc,1,0,0,1
2023-Q1,2023,1,Mono,8,0,6,14
2023-Q1,2023,1,Monterey,401,0,69,470
2023-Q1,2023,1,Napa,254,0,44,298
2023-Q1,2023,1,Nevada,87,0,20,107
2023-Q1,2023,1,Orange,10556,116,1406,12078
2023-Q1,2023,1,Out Of State,731,0,272,1003
2023-Q1,2023,1,Placer,729,4,130,863
2023-Q1,2023,1,Plumas,4,0,1,5
2023-Q1,2023,1,Riverside,3031,46,647,3724
2023-Q1,2023,1,Sacramento,2165,21,283,2469
2023-Q1,2023,1,San Benito,62,0,6,68
2023-Q1,2023,1,San Bernardino,2418,25,502,2945
2023-Q1,2023,1,San Diego,7478,64,1282,8824
2023-Q1,2023,1,San Francisco,1832,23,288,2143
2023-Q1,2023,1,San Joaquin,1297,5,100,1402
2023-Q1,2023,1,San Luis Obispo,404,0,91,495
2023-Q1,2023,1,San Mateo,4005,12,543,4560
2023-Q1,2023,1,Santa Barbara,536,3,129,668
2023-Q1,2023,1,Santa Clara,8591,100,764,9455
2023-Q1,2023,1,Santa Cruz,392,0,81,473
2023-Q1,2023,1,Shasta,81,1,27,109
2023-Q1,2023,1,Siskiyou,8,0,4,12
2023-Q1,2023,1,Solano,542,4,82,628
2023-Q1,2023,1,Sonoma,758,0,117,875
2023-Q1,2023,1,Stanislaus,325,0,60,385
2023-Q1,2023,1,Sutter,56,0,10,66
2023-Q1,2023,1,Tehama,13,0,3,16
2023-Q1,2023,1,Trinity,4,0,1,5
2023-Q1,2023,1,Tulare,130,0,41,171
2023-Q1,2023,1,Tuolumne,37,0,8,45
2023-Q1,2023,1,Ventura,1543,9,339,1891
2023-Q1,2023,1,Yolo,311,2,50,363
2023-Q1,2023,1,Yuba,35,0,7,42
2023-Q2,2023,2,Alameda,6010,35,517,6562
2023-Q2,2023,2,Amador,26,0,5,31
2023-Q2,2023,2,Butte,119,0,32,151
2023-Q2,2023,2,Calaveras,28,0,9,37
2023-Q2,2023,2,Colusa,7,0,1,8
2023-Q2,2023,2,Contra Costa,3809,24,398,4231
2023-Q2,2023,2,Del Norte,8,0,3,11
2023-Q2,2023,2,El Dorado,346,0,53,399
2023-Q2,2023,2,Fresno,920,1,160,1081
2023-Q2,2023,2,Glenn,6,0,2,8
2023-Q2,2023,2,Humboldt,73,0,23,96
2023-Q2,2023,2,Imperial,60,0,43,103
2023-Q2,2023,2,Inyo,10,0,2,12
2023-Q2,2023,2,Kern,603,2,158,763
2023-Q2,2023,2,Kings,76,0,14,90
2023-Q2,2023,2,Lake,34,0,6,40
2023-Q2,2023,2,Lassen,1,0,5,6
2023-Q2,2023,2,Los Angeles,26985,392,5751,33128
2023-Q2,2023,2,Madera,108,0,14,122
2023-Q2,2023,2,Marin,986,3,168,1157
2023-Q2,2023,2,Mariposa,5,0,3,8
2023-Q2,2023,2,Mendocino,59,0,18,77
2023-Q2,2023,2,Merced,182,0,35,217
2023-Q2,2023,2,Mono,7,0,9,16
2023-Q2,2023,2,Monterey,441,0,84,525
2023-Q2,2023,2,Napa,292,1,39,332
2023-Q2,2023,2,Nevada,108,1,22,131
2023-Q2,2023,2,Orange,13755,196,1532,15483
2023-Q2,2023,2,Out Of State,1016,2,482,1500
2023-Q2,2023,2,Placer,1079,7,163,1249
2023-Q2,2023,2,Plumas,5,0,2,7
2023-Q2,2023,2,Riverside,4944,51,689,5684
2023-Q2,2023,2,Sacramento,3189,23,320,3532
2023-Q2,2023,2,San Benito,115,0,16,131
2023-Q2,2023,2,San Bernardino,4102,35,572,4709
2023-Q2,2023,2,San Diego,9399,49,1275,10723
2023-Q2,2023,2,San Francisco,2833,10,303,3146
2023-Q2,2023,2,San Joaquin,1798,7,121,1926
2023-Q2,2023,2,San Luis Obispo,407,0,97,504
2023-Q2,2023,2,San Mateo,3556,10,355,3921
2023-Q2,2023,2,Santa Barbara,594,5,148,747
2023-Q2,2023,2,Santa Clara,9386,93,711,10190
2023-Q2,2023,2,Santa Cruz,438,0,57,495
2023-Q2,2023,2,Shasta,87,0,20,107
2023-Q2,2023,2,Sierra,0,0,1,1
2023-Q2,2023,2,Siskiyou,11,0,8,19
2023-Q2,2023,2,Solano,872,4,104,980
2023-Q2,2023,2,Sonoma,945,1,134,1080
2023-Q2,2023,2,Stanislaus,455,0,76,531
2023-Q2,2023,2,Sutter,67,0,14,81
2023-Q2,2023,2,Tehama,20,0,8,28
2023-Q2,2023,2,Trinity,3,0,0,3
2023-Q2,2023,2,Tulare,202,1,55,258
2023-Q2,2023,2,Tuolumne,31,0,8,39
2023-Q2,2023,2,Ventura,2297,15,298,2610
2023-Q2,2023,2,Yolo,407,4,60,471
2023-Q2,2023,2,Yuba,45,0,12,57
2023-Q3,2023,3,Alameda,5958,42,627,6627
2023-Q3,2023,3,Alpine,2,0,0,2
2023-Q3,2023,3,Amador,18,0,5,23
2023-Q3,2023,3,Butte,116,0,30,146
2023-Q3,2023,3,Calaveras,35,0,10,45
2023-Q3,2023,3,Colusa,10,0,1,11
2023-Q3,2023,3,Contra Costa,3430,24,450,3904
2023-Q3,2023,3,Del Norte,4,0,4,8
2023-Q3,2023,3,El Dorado,322,0,56,378
2023-Q3,2023,3,Fresno,1020,2,151,1173
2023-Q3,2023,3,Glenn,8,0,4,12
2023-Q3,2023,3,Humboldt,67,0,20,87
2023-Q3,2023,3,Imperial,92,0,38,130
2023-Q3,2023,3,Inyo,13,0,6,19
2023-Q3,2023,3,Kern,630,3,178,811
2023-Q3,2023,3,Kings,69,0,17,86
